accession_number,filed_as_of_date,date_of_event,conformed_submission_type,issuer_cik,issuer_name,issuer_cusip,reporting_person_cik,reporting_person_name,score_total,grade,score_base,score_direction_adj,score_form_type,score_percent_of_class,score_rpt_type,score_source_funds,score_activist,score_amend_no,score_purpose,score_item6,ticker,ticker_match_method,ticker_match_score,indicator_calc_date,price_at_filing,rsi_14,macd,macd_signal,macd_histogram,sma_20,sma_50,sma_200,price_vs_sma20_pct,price_vs_sma50_pct,price_vs_sma200_pct,bb_upper,bb_middle,bb_lower,bb_position_pct,atr_14,volume,avg_volume_20,volume_ratio
0001062993-25-000947,20250121,01/20/2025,SCHEDULE 13D/A,891038,BlackRock MuniYield Pennsylvania Quality Fund,09255G107,1510281,"Saba Capital Management, L.P.",34,D,34,0,12,14,2,1,0,1,4,0,MPA,CIK,100,2025-01-22,11.15,33.6,0.02,-0.02,0.04,10.91,11.11,,2.24,0.4,,11.32,10.91,10.51,79.52,0.15,21200,28235,0.75
0001062993-25-000947,20250121,01/20/2025,SCHEDULE 13D/A,891038,BlackRock MuniYield Pennsylvania Quality Fund,09255G107,1608233,Boaz R. Weinstein,34,D,34,0,12,14,2,1,0,1,4,0,MPA,CIK,100,2025-01-22,11.15,33.6,0.02,-0.02,0.04,10.91,11.11,,2.24,0.4,,11.32,10.91,10.51,79.52,0.15,21200,28235,0.75
0000932471-25-000306,20250131,12/31/2024,SCHEDULE 13G/A,891482,Full House Resorts Inc,359678109,102909,The Vanguard Group,20,D,20,0,2,0,12,0,0,2,4,0,FLL,CIK,100,2025-01-31,5.37,38.38,0.19,0.12,0.07,4.82,4.58,,11.41,17.25,,5.31,4.82,4.33,106.12,0.24,229700,201800,1.14
0001040188-25-000009,20250127,12/31/2024,SCHEDULE 13G/A,894081,"Air Transport Services Group, Inc.",00922R105,1040188,"Victory Capital Management, Inc.",20,D,20,0,2,0,12,0,0,2,4,0,"""ATSG""",CIK,100,,,,,,,,,,,,,,,,,,,,
0001341401-25-000006,20250107,12/31/2024,SCHEDULE 13G/A,894081,"Air Transport Services Group, Inc.",00922R105,1341401,"River Road Asset Management, LLC",19,D,19,0,2,0,12,0,0,1,4,0,"""ATSG""",CIK,100,,,,,,,,,,,,,,,,,,,,
0000932471-25-000220,20250131,12/31/2024,SCHEDULE 13G/A,894315,SITE Centers Corp,82981J851,102909,The Vanguard Group,32,D,32,0,2,12,12,0,0,2,4,0,SITC,CIK,100,2025-01-31,7.41,43.21,-0.03,-0.03,0.0,7.5,7.61,,-1.18,-2.61,,7.74,7.5,7.25,32.95,0.19,657723,770689,0.85
0000315066-25-000024,20250108,12/31/2024,SCHEDULE 13G/A,894315,SITE CENTERS CORP,82981J851,315066,Abigail P. Johnson,29,D,29,0,2,12,10,0,0,1,4,0,SITC,CIK,100,2025-01-08,7.4,63.76,-0.1,-0.1,0.0,7.55,7.75,,-2.03,-4.56,,7.75,7.55,7.34,13.81,0.18,1128453,1651619,0.68
0000315066-25-000024,20250108,12/31/2024,SCHEDULE 13G/A,894315,SITE CENTERS CORP,82981J851,315066,FMR LLC,27,D,27,0,2,12,8,0,0,1,4,0,SITC,CIK,100,2025-01-08,7.4,63.76,-0.1,-0.1,0.0,7.55,7.75,,-2.03,-4.56,,7.75,7.55,7.34,13.81,0.18,1128453,1651619,0.68
0002012383-25-000051,20250108,12/31/2024,SCHEDULE 13G,895126,EXPAND ENERGY Corp,165167735,2012383,"BlackRock, Inc.",34,D,34,0,6,12,8,0,0,4,4,0,EXE,CIK,100,2025-01-08,99.77,42.71,1.69,1.26,0.43,95.32,92.77,,4.67,7.55,,100.25,95.32,90.4,95.18,2.3,2497300,2512705,0.99
0001445546-25-000779,20250131,12/31/2024,SCHEDULE 13G,895574,abrdn National Municipal Income Fund,24610T108,1184765,First Trust Advisors L.P.,32,D,32,0,6,6,12,0,0,4,4,0,VFL,CIK,100,2025-01-31,9.71,60.82,0.01,-0.01,0.02,9.68,9.77,,0.29,-0.63,,9.86,9.68,9.5,57.88,0.11,50600,36725,1.38
0001445546-25-000779,20250131,12/31/2024,SCHEDULE 13G,895574,abrdn National Municipal Income Fund,24610T108,1184765,First Trust Portfolios L.P.,22,D,22,0,6,6,2,0,0,4,4,0,VFL,CIK,100,2025-01-31,9.71,60.82,0.01,-0.01,0.02,9.68,9.77,,0.29,-0.63,,9.86,9.68,9.5,57.88,0.11,50600,36725,1.38
0001445546-25-000779,20250131,12/31/2024,SCHEDULE 13G,895574,abrdn National Municipal Income Fund,24610T108,1184765,The Charger Corporation,28,D,28,0,6,6,8,0,0,4,4,0,VFL,CIK,100,2025-01-31,9.71,60.82,0.01,-0.01,0.02,9.68,9.77,,0.29,-0.63,,9.86,9.68,9.5,57.88,0.11,50600,36725,1.38
0001214659-25-000241,20250106,12/16/2024,SCHEDULE 13D/A,896493,"Hyperscale Data, Inc.",09175M804,1212502,AULT MILTON C III,47,C,47,0,12,14,10,6,0,1,4,0,GPUS,CIK,100,2025-01-07,5.46,50.0,-0.3,-0.33,0.03,5.81,6.37,,-6.02,-14.29,,7.17,5.81,4.46,36.9,0.58,288300,71600,4.03
0001214659-25-000241,20250106,12/16/2024,SCHEDULE 13D/A,896493,"Hyperscale Data, Inc.",09175M804,1327261,CRAGUN KENNETH S,33,D,33,0,12,0,10,6,0,1,4,0,GPUS,CIK,100,2025-01-07,5.46,50.0,-0.3,-0.33,0.03,5.81,6.37,,-6.02,-14.29,,7.17,5.81,4.46,36.9,0.58,288300,71600,4.03
0001214659-25-000241,20250106,12/16/2024,SCHEDULE 13D/A,896493,"Hyperscale Data, Inc.",09175M804,1333268,Horne William B,33,D,33,0,12,0,10,6,0,1,4,0,GPUS,CIK,100,2025-01-07,5.46,50.0,-0.3,-0.33,0.03,5.81,6.37,,-6.02,-14.29,,7.17,5.81,4.46,36.9,0.58,288300,71600,4.03
0001214659-25-000241,20250106,12/16/2024,SCHEDULE 13D/A,896493,"Hyperscale Data, Inc.",09175M804,1734770,"Ault & Company, Inc.",45,C,45,0,12,14,8,6,0,1,4,0,GPUS,CIK,100,2025-01-07,5.46,50.0,-0.3,-0.33,0.03,5.81,6.37,,-6.02,-14.29,,7.17,5.81,4.46,36.9,0.58,288300,71600,4.03
0001214659-25-000241,20250106,12/16/2024,SCHEDULE 13D/A,896493,"Hyperscale Data, Inc.",09175M804,1775938,Nisser Henry Carl,33,D,33,0,12,0,10,6,0,1,4,0,GPUS,CIK,100,2025-01-07,5.46,50.0,-0.3,-0.33,0.03,5.81,6.37,,-6.02,-14.29,,7.17,5.81,4.46,36.9,0.58,288300,71600,4.03
0000354204-25-000493,20250123,12/31/2024,SCHEDULE 13G/A,898437,Anika Therapeutics Inc,035255108,354204,Dimensional Fund Advisors LP,19,D,19,0,2,0,12,0,0,1,4,0,ANIK,CIK,100,2025-01-24,16.31,67.55,-0.23,-0.36,0.13,16.13,16.74,,1.12,-2.57,,16.7,16.13,15.56,65.79,0.63,48200,62935,0.77
0000932471-25-000303,20250131,12/31/2024,SCHEDULE 13G/A,899629,Acadia Realty Trust,004239109,102909,The Vanguard Group,33,D,33,0,2,14,12,0,0,1,4,0,AKR,CIK,100,2025-01-31,22.14,62.71,-0.21,-0.32,0.11,22.04,23.09,,0.45,-4.12,,23.14,22.04,20.95,54.25,0.59,688500,931085,0.74
0001104659-25-005735,20250123,01/15/2025,SCHEDULE 13G,901491,"PAPA JOHN'S INTERNATIONAL, INC.",698813102,1721695,Citadel Advisors Holdings LP,16,D,16,0,6,0,2,0,0,4,4,0,PZZA,CIK,100,2025-01-24,37.27,37.07,-1.63,-2.0,0.37,37.48,42.01,,-0.56,-11.28,,41.53,37.48,33.42,47.47,1.69,1296900,1559475,0.83
0001104659-25-005735,20250123,01/15/2025,SCHEDULE 13G,901491,"PAPA JOHN'S INTERNATIONAL, INC.",698813102,1721695,Citadel Advisors LLC,16,D,16,0,6,0,2,0,0,4,4,0,PZZA,CIK,100,2025-01-24,37.27,37.07,-1.63,-2.0,0.37,37.48,42.01,,-0.56,-11.28,,41.53,37.48,33.42,47.47,1.69,1296900,1559475,0.83
0001104659-25-005735,20250123,01/15/2025,SCHEDULE 13G,901491,"PAPA JOHN'S INTERNATIONAL, INC.",698813102,1721695,Citadel GP LLC,16,D,16,0,6,0,2,0,0,4,4,0,PZZA,CIK,100,2025-01-24,37.27,37.07,-1.63,-2.0,0.37,37.48,42.01,,-0.56,-11.28,,41.53,37.48,33.42,47.47,1.69,1296900,1559475,0.83
0001104659-25-005735,20250123,01/15/2025,SCHEDULE 13G,901491,"PAPA JOHN'S INTERNATIONAL, INC.",698813102,1721695,Citadel Securities GP LLC,16,D,16,0,6,0,2,0,0,4,4,0,PZZA,CIK,100,2025-01-24,37.27,37.07,-1.63,-2.0,0.37,37.48,42.01,,-0.56,-11.28,,41.53,37.48,33.42,47.47,1.69,1296900,1559475,0.83
0001104659-25-005735,20250123,01/15/2025,SCHEDULE 13G,901491,"PAPA JOHN'S INTERNATIONAL, INC.",698813102,1721695,Citadel Securities Group LP,16,D,16,0,6,0,2,0,0,4,4,0,PZZA,CIK,100,2025-01-24,37.27,37.07,-1.63,-2.0,0.37,37.48,42.01,,-0.56,-11.28,,41.53,37.48,33.42,47.47,1.69,1296900,1559475,0.83
0001104659-25-005735,20250123,01/15/2025,SCHEDULE 13G,901491,"PAPA JOHN'S INTERNATIONAL, INC.",698813102,1721695,Citadel Securities LLC,16,D,16,0,6,0,2,0,0,4,4,0,PZZA,CIK,100,2025-01-24,37.27,37.07,-1.63,-2.0,0.37,37.48,42.01,,-0.56,-11.28,,41.53,37.48,33.42,47.47,1.69,1296900,1559475,0.83
0001104659-25-005735,20250123,01/15/2025,SCHEDULE 13G,901491,"PAPA JOHN'S INTERNATIONAL, INC.",698813102,1721695,Kenneth Griffin,16,D,16,0,6,0,2,0,0,4,4,0,PZZA,CIK,100,2025-01-24,37.27,37.07,-1.63,-2.0,0.37,37.48,42.01,,-0.56,-11.28,,41.53,37.48,33.42,47.47,1.69,1296900,1559475,0.83
0000354204-25-000495,20250123,12/31/2024,SCHEDULE 13G,908255,BorgWarner Inc,099724106,354204,Dimensional Fund Advisors LP,32,D,32,0,6,6,12,0,0,4,4,0,BWA,CIK,100,2025-01-24,32.16,60.52,-0.18,-0.34,0.16,31.49,32.61,,2.14,-1.37,,32.32,31.49,30.65,90.71,0.8,2443200,2087025,1.17
0001740837-25-000002,20250114,01/08/2025,SCHEDULE 13G,908315,WINMARK CORP,974250102,1740837,"AltraVue Capital, LLC",32,D,32,0,6,6,12,0,0,4,4,0,WINA,CIK,100,2025-01-15,374.5,72.12,-4.84,-3.65,-1.19,381.04,386.82,,-1.72,-3.18,,398.67,381.04,363.4,31.48,7.8,15000,18760,0.8
0000932471-25-000310,20250131,12/31/2024,SCHEDULE 13G/A,909494,Tucows Inc,898697206,102909,The Vanguard Group,20,D,20,0,2,0,12,0,0,2,4,0,TCX,CIK,100,2025-01-31,15.25,39.71,-0.21,-0.14,-0.07,16.35,16.65,,-6.73,-8.41,,17.08,16.35,15.63,-26.21,0.58,37100,23665,1.57
0001104659-25-001583,20250107,12/31/2024,SCHEDULE 13G/A,909494,Tucows Inc.,898697206,1569606,Ewald Stephan,9,D,9,0,2,0,2,0,0,1,4,0,TCX,CIK,100,2025-01-08,16.93,58.92,-0.18,-0.27,0.09,16.54,17.03,,2.36,-0.59,,18.03,16.54,15.05,63.09,0.72,31100,31150,1.0
0001104659-25-001583,20250107,12/31/2024,SCHEDULE 13G/A,909494,Tucows Inc.,898697206,1569606,Investmentaktiengesellschaft fur langfristige Investoren TGV,9,D,9,0,2,0,2,0,0,1,4,0,TCX,CIK,100,2025-01-08,16.93,58.92,-0.18,-0.27,0.09,16.54,17.03,,2.36,-0.59,,18.03,16.54,15.05,63.09,0.72,31100,31150,1.0
0001104659-25-001581,20250107,12/30/2024,SCHEDULE 13G,909494,Tucows Inc.,898697206,1624863,Norman Rentrop,36,D,36,0,6,12,10,0,0,4,4,0,TCX,CIK,100,2025-01-08,16.93,58.92,-0.18,-0.27,0.09,16.54,17.03,,2.36,-0.59,,18.03,16.54,15.05,63.09,0.72,31100,31150,1.0
0001085146-25-000107,20250110,12/31/2024,SCHEDULE 13G/A,911177,CASELLA WASTE SYSTEMS INC,147448104,1163744,Conestoga Capital Advisors,25,D,25,0,2,6,12,0,0,1,4,0,CWST,CIK,100,2025-01-10,106.93,71.08,-0.52,-0.62,0.1,106.3,107.35,,0.59,-0.39,,108.85,106.3,103.75,62.35,2.36,297700,298000,1.0
0000921895-25-000067,20250106,01/02/2025,SCHEDULE 13D,914712,"Steel Connect, Inc.",858098205,1005784,LICHTENSTEIN WARREN G,67,B,67,0,18,0,10,1,18,4,16,0,"""STCN""",CIK,100,,,,,,,,,,,,,,,,,,,,
0000921895-25-000067,20250106,01/02/2025,SCHEDULE 13D,914712,"Steel Connect, Inc.",858098205,106618,HANDY & HARMAN LTD.,65,B,65,0,18,0,8,1,18,4,16,0,"""STCN""",CIK,100,,,,,,,,,,,,,,,,,,,,
0000921895-25-000067,20250106,01/02/2025,SCHEDULE 13D,914712,"Steel Connect, Inc.",858098205,1144269,HOWARD JACK L,67,B,67,0,18,0,10,1,18,4,16,0,"""STCN""",CIK,100,,,,,,,,,,,,,,,,,,,,
0000921895-25-000067,20250106,01/02/2025,SCHEDULE 13D,914712,"Steel Connect, Inc.",858098205,1342942,WHX CS LLC,59,C,59,0,18,0,2,1,18,4,16,0,"""STCN""",CIK,100,,,,,,,,,,,,,,,,,,,,
0000921895-25-000067,20250106,01/02/2025,SCHEDULE 13D,914712,"Steel Connect, Inc.",858098205,1452857,STEEL PARTNERS HOLDINGS L.P.,77,B,77,0,18,14,6,1,18,4,16,0,"""STCN""",CIK,100,,,,,,,,,,,,,,,,,,,,
0000921895-25-000067,20250106,01/02/2025,SCHEDULE 13D,914712,"Steel Connect, Inc.",858098205,1504325,"Steel Partners, Ltd.",65,B,65,0,18,0,8,1,18,4,16,0,"""STCN""",CIK,100,,,,,,,,,,,,,,,,,,,,
0000921895-25-000067,20250106,01/02/2025,SCHEDULE 13D,914712,"Steel Connect, Inc.",858098205,1522066,SPH Group Holdings LLC,73,B,73,0,18,14,2,1,18,4,16,0,"""STCN""",CIK,100,,,,,,,,,,,,,,,,,,,,
0000921895-25-000067,20250106,01/02/2025,SCHEDULE 13D,914712,"Steel Connect, Inc.",858098205,1522067,SPH Group LLC,73,B,73,0,18,14,2,1,18,4,16,0,"""STCN""",CIK,100,,,,,,,,,,,,,,,,,,,,
0000921895-25-000067,20250106,01/02/2025,SCHEDULE 13D,914712,"Steel Connect, Inc.",858098205,1537666,Steel Partners Holdings GP Inc.,79,B,79,0,18,14,8,1,18,4,16,0,"""STCN""",CIK,100,,,,,,,,,,,,,,,,,,,,
0000921895-25-000067,20250106,01/02/2025,SCHEDULE 13D,914712,"Steel Connect, Inc.",858098205,1960672,WF Asset Corp.,65,B,65,0,18,0,8,1,18,4,16,0,"""STCN""",CIK,100,,,,,,,,,,,,,,,,,,,,
0000921895-25-000067,20250106,01/02/2025,SCHEDULE 13D,914712,"Steel Connect, Inc.",858098205,709804,Steel Excel Inc.,79,B,79,0,18,14,8,1,18,4,16,0,"""STCN""",CIK,100,,,,,,,,,,,,,,,,,,,,
0001104659-25-005887,20250124,12/31/2024,SCHEDULE 13G/A,915358,"Sigmatron International, Inc.",82661L101,1444866,Peter J Abrahamson,26,D,26,0,2,9,10,0,0,1,4,0,"""SGMA""",CIK,100,,,,,,,,,,,,,,,,,,,,
0002012383-25-000040,20250108,12/31/2024,SCHEDULE 13G,917470,OLYMPIC STEEL INC,68162K106,2012383,"BlackRock, Inc.",36,D,36,0,6,14,8,0,0,4,4,0,ZEUS,CIK,100,2025-01-08,30.55,52.49,-2.17,-1.91,-0.27,34.58,37.38,,-11.65,-18.27,,41.64,34.58,27.52,21.46,1.41,68100,89165,0.76
0000354204-25-000481,20250123,12/31/2024,SCHEDULE 13G/A,917470,Olympic Steel Inc,68162K106,354204,Dimensional Fund Advisors LP,25,D,25,0,2,6,12,0,0,1,4,0,ZEUS,CIK,100,2025-01-24,34.73,76.15,-0.66,-1.24,0.58,32.34,36.57,,7.39,-5.03,,34.51,32.34,30.18,105.07,1.18,93200,70260,1.33
0000919574-25-000376,20250116,01/14/2025,SCHEDULE 13D/A,918541,NN INC,629337106,1537323,"Corre Partners Management, LLC",73,B,73,0,12,12,2,6,18,1,16,6,NNBR,CIK,100,2025-01-17,2.65,77.5,-0.32,-0.28,-0.04,3.13,3.57,,-15.34,-25.77,,4.01,3.13,2.24,23.16,0.37,463700,1529530,0.3
0000919574-25-000376,20250116,01/14/2025,SCHEDULE 13D/A,918541,NN INC,629337106,1601971,"Corre Opportunities Qualified Master Fund, LP",77,B,77,0,12,12,6,6,18,1,16,6,NNBR,CIK,100,2025-01-17,2.65,77.5,-0.32,-0.28,-0.04,3.13,3.57,,-15.34,-25.77,,4.01,3.13,2.24,23.16,0.37,463700,1529530,0.3
0000919574-25-000376,20250116,01/14/2025,SCHEDULE 13D/A,918541,NN INC,629337106,1858308,John Barrett,73,B,73,0,12,12,2,6,18,1,16,6,NNBR,CIK,100,2025-01-17,2.65,77.5,-0.32,-0.28,-0.04,3.13,3.57,,-15.34,-25.77,,4.01,3.13,2.24,23.16,0.37,463700,1529530,0.3
0000919574-25-000376,20250116,01/14/2025,SCHEDULE 13D/A,918541,NN INC,629337106,1884680,Corre Partners Advisors LLC,73,B,73,0,12,12,2,6,18,1,16,6,NNBR,CIK,100,2025-01-17,2.65,77.5,-0.32,-0.28,-0.04,3.13,3.57,,-15.34,-25.77,,4.01,3.13,2.24,23.16,0.37,463700,1529530,0.3
0000919574-25-000376,20250116,01/14/2025,SCHEDULE 13D/A,918541,NN INC,629337106,1885532,Eric Soderlund,73,B,73,0,12,12,2,6,18,1,16,6,NNBR,CIK,100,2025-01-17,2.65,77.5,-0.32,-0.28,-0.04,3.13,3.57,,-15.34,-25.77,,4.01,3.13,2.24,23.16,0.37,463700,1529530,0.3
0000902664-25-000452,20250124,12/31/2024,SCHEDULE 13G/A,918608,ELDORADO GOLD CORP /FI,284902509,1839497,Federico Riggio,26,D,26,0,2,9,10,0,0,1,4,0,EGO,CIK,100,2025-01-24,15.53,57.07,-0.19,-0.22,0.03,15.19,15.62,,2.24,-0.58,,16.04,15.19,14.34,70.0,0.59,1421300,1230080,1.16
0000902664-25-000452,20250124,12/31/2024,SCHEDULE 13G/A,918608,ELDORADO GOLD CORP /FI,284902509,1839497,Helikon Investments Limited,18,D,18,0,2,9,2,0,0,1,4,0,EGO,CIK,100,2025-01-24,15.53,57.07,-0.19,-0.22,0.03,15.19,15.62,,2.24,-0.58,,16.04,15.19,14.34,70.0,0.59,1421300,1230080,1.16
0000315066-25-000030,20250108,12/31/2024,SCHEDULE 13G/A,919012,AMERICAN EAGLE OUTFITTERS INC,02553E106,315066,Abigail P. Johnson,17,D,17,0,2,0,10,0,0,1,4,0,AEO,CIK,100,2025-01-08,15.8,48.3,-0.36,-0.44,0.07,16.15,17.19,,-2.17,-8.09,,16.94,16.15,15.36,27.81,0.48,4618600,4758375,0.97
0000315066-25-000030,20250108,12/31/2024,SCHEDULE 13G/A,919012,AMERICAN EAGLE OUTFITTERS INC,02553E106,315066,FMR LLC,15,D,15,0,2,0,8,0,0,1,4,0,AEO,CIK,100,2025-01-08,15.8,48.3,-0.36,-0.44,0.07,16.15,17.19,,-2.17,-8.09,,16.94,16.15,15.36,27.81,0.48,4618600,4758375,0.97
0001675550-25-000002,20250106,12/31/2024,SCHEDULE 13G/A,919567,"RENN Fund, Inc.",759720105,1675550,"Foxhunt Crescent, LP",18,D,18,0,2,9,2,0,0,1,4,0,RCG,CIK,100,2025-01-07,2.59,69.57,0.01,0.0,0.01,2.45,2.4,,5.66,7.86,,2.64,2.45,2.26,86.51,0.1,10200,14415,0.71
0000354204-25-000476,20250123,12/31/2024,SCHEDULE 13G/A,921183,HMN Financial Inc,40424G108,354204,Dimensional Fund Advisors LP,19,D,19,0,2,0,12,0,0,1,4,0,"""HMNF""",CIK,100,,,,,,,,,,,,,,,,,,,,
0001214659-25-000546,20250114,01/13/2025,SCHEDULE 13D/A,921738,"PENN Entertainment, Inc.",707569109,1525362,"HG Vora Capital Management, LLC",57,C,57,0,12,0,2,2,18,1,16,6,PENN,CIK,100,2025-01-15,20.17,49.37,0.0,-0.21,0.21,19.06,19.92,,5.82,1.26,,20.47,19.06,17.64,89.4,1.09,5874900,4788440,1.23
0001214659-25-000546,20250114,01/13/2025,SCHEDULE 13D/A,921738,"PENN Entertainment, Inc.",707569109,1544851,Parag Vora,65,B,65,0,12,0,10,2,18,1,16,6,PENN,CIK,100,2025-01-15,20.17,49.37,0.0,-0.21,0.21,19.06,19.92,,5.82,1.26,,20.47,19.06,17.64,89.4,1.09,5874900,4788440,1.23
0000932471-25-000139,20250130,12/31/2024,SCHEDULE 13G/A,922621,Erie Indemnity Co,29530P102,102909,The Vanguard Group,25,D,25,0,2,6,12,0,0,1,4,0,ERIE,CIK,100,2025-01-31,396.18,84.5,-4.01,-5.92,1.91,390.72,403.61,,1.4,-1.84,,410.74,390.72,370.71,63.63,13.03,1586400,208365,7.61
0001104659-25-001653,20250107,12/30/2024,SCHEDULE 13G,922864,Apartment Investment and Management Company,03748R747,1273087,Israel A. Englander,30,D,30,0,6,6,10,0,0,4,4,0,AIV,CIK,100,2025-01-08,5.75,76.13,0.02,-0.01,0.02,5.72,5.77,,0.58,-0.29,,6.11,5.72,5.33,54.25,0.19,682200,983665,0.69
0001104659-25-001653,20250107,12/30/2024,SCHEDULE 13G,922864,Apartment Investment and Management Company,03748R747,1273087,Millennium Group Management LLC,22,D,22,0,6,6,2,0,0,4,4,0,AIV,CIK,100,2025-01-08,5.75,76.13,0.02,-0.01,0.02,5.72,5.77,,0.58,-0.29,,6.11,5.72,5.33,54.25,0.19,682200,983665,0.69
0001104659-25-001653,20250107,12/30/2024,SCHEDULE 13G,922864,Apartment Investment and Management Company,03748R747,1273087,Millennium Management LLC,22,D,22,0,6,6,2,0,0,4,4,0,AIV,CIK,100,2025-01-08,5.75,76.13,0.02,-0.01,0.02,5.72,5.77,,0.58,-0.29,,6.11,5.72,5.33,54.25,0.19,682200,983665,0.69
0001172661-25-000214,20250116,09/30/2024,SCHEDULE 13G/A,923139,FLUSHING FINANCIAL CORPORATION,343873105,1216488,"FRONTIER CAPITAL MANAGEMENT CO.,LLC",19,D,19,0,2,0,12,0,0,1,4,0,FFIC,CIK,100,2025-01-17,13.84,74.43,-0.27,-0.4,0.14,13.54,15.04,,2.23,-7.97,,14.09,13.54,13.0,77.19,0.45,198800,419170,0.47
0000354204-25-000502,20250123,12/31/2024,SCHEDULE 13G/A,923139,Flushing Financial Corp,343873105,354204,Dimensional Fund Advisors LP,25,D,25,0,2,6,12,0,0,1,4,0,FFIC,CIK,100,2025-01-24,13.49,85.56,-0.23,-0.3,0.07,13.62,14.88,,-0.99,-9.37,,14.17,13.62,13.06,38.29,0.45,269700,345015,0.78
0001213900-25-005583,20250122,01/21/2025,SCHEDULE 13G,924717,"SURMODICS, INC.",868873100,1812275,Guy Levy,30,D,30,0,6,6,10,0,0,4,4,0,"""SRDX""",CIK,100,,,,,,,,,,,,,,,,,,,,
0001213900-25-005583,20250122,01/21/2025,SCHEDULE 13G,924717,"SURMODICS, INC.",868873100,1812275,"Soleus Capital Group, LLC",22,D,22,0,6,6,2,0,0,4,4,0,"""SRDX""",CIK,100,,,,,,,,,,,,,,,,,,,,
0001213900-25-005583,20250122,01/21/2025,SCHEDULE 13G,924717,"SURMODICS, INC.",868873100,1812275,"Soleus Capital, LLC",22,D,22,0,6,6,2,0,0,4,4,0,"""SRDX""",CIK,100,,,,,,,,,,,,,,,,,,,,
0001213900-25-005583,20250122,01/21/2025,SCHEDULE 13G,924717,"SURMODICS, INC.",868873100,1812275,"Soleus Capital Management, L.P.",26,D,26,0,6,6,6,0,0,4,4,0,"""SRDX""",CIK,100,,,,,,,,,,,,,,,,,,,,
0001213900-25-005583,20250122,01/21/2025,SCHEDULE 13G,924717,"SURMODICS, INC.",868873100,1812275,"Soleus Capital Master Fund, L.P.",22,D,22,0,6,6,2,0,0,4,4,0,"""SRDX""",CIK,100,,,,,,,,,,,,,,,,,,,,
0001213900-25-005583,20250122,01/21/2025,SCHEDULE 13G,924717,"SURMODICS, INC.",868873100,1812275,"Soleus GP, LLC",22,D,22,0,6,6,2,0,0,4,4,0,"""SRDX""",CIK,100,,,,,,,,,,,,,,,,,,,,
0000906304-25-000033,20250128,12/31/2024,SCHEDULE 13G,924822,"Miller Industries, Inc.",600551204,906304,ROYCE & ASSOCIATES LP,32,D,32,0,6,6,12,0,0,4,4,0,MLR,CIK,100,2025-01-29,66.83,58.86,-0.12,-0.4,0.28,65.32,67.52,,2.31,-1.03,,68.38,65.32,62.27,74.57,1.67,84400,76485,1.1
0000092230-25-000012,20250124,12/31/2024,SCHEDULE 13G/A,925779,HIRU Corp,433570108,92230,TRUIST FINANCIAL CORP,22,D,22,0,2,12,2,0,0,2,4,0,HIRU,CIK,100,2025-01-24,0.0,72.93,-0.0,-0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,10683276,15889700,0.67
0000932471-25-000083,20250130,12/31/2024,SCHEDULE 13G/A,927003,Advanced Energy Industries Inc,007973100,102909,The Vanguard Group,31,D,31,0,2,12,12,0,0,1,4,0,AEIS,CIK,100,2025-01-31,114.76,36.95,-0.4,0.69,-1.09,119.1,116.99,,-3.65,-1.91,,128.02,119.1,110.18,25.66,4.43,401100,265900,1.51
0001178913-25-000207,20250127,12/31/2024,SCHEDULE 13G/A,928876,Tower Semiconductor Ltd,559166103,1429390,Harel Insurance Investments & Financial Services Ltd,21,D,21,0,2,6,8,0,0,1,4,0,TSEM,CIK,100,2025-01-28,46.15,37.99,-0.06,0.63,-0.69,51.56,50.04,,-10.49,-7.77,,56.02,51.56,47.1,-10.65,2.1,1592800,710645,2.24
0000950170-25-010045,20250128,01/27/2025,SCHEDULE 13D/A,929351,Lions Gate Entertainment Corp.,535919401,1194368,"MARK H. RACHESKY, M.D.",39,D,39,0,12,14,2,0,0,1,4,6,STRZ,CIK,100,,,,,,,,,,,,,,,,,,,,
0000950170-25-010045,20250128,01/27/2025,SCHEDULE 13D/A,929351,Lions Gate Entertainment Corp.,535919401,1277742,MHR FUND MANAGEMENT LLC,39,D,39,0,12,14,2,0,0,1,4,6,STRZ,CIK,100,,,,,,,,,,,,,,,,,,,,
0000950170-25-010045,20250128,01/27/2025,SCHEDULE 13D/A,929351,Lions Gate Entertainment Corp.,535919401,1391121,MHR INSTITUTIONAL PARTNERS III LP,41,C,41,0,12,12,6,0,0,1,4,6,STRZ,CIK,100,,,,,,,,,,,,,,,,,,,,
0000950170-25-010045,20250128,01/27/2025,SCHEDULE 13D/A,929351,Lions Gate Entertainment Corp.,535919401,1391563,MHR INSTITUTIONAL ADVISORS III LLC,37,D,37,0,12,12,2,0,0,1,4,6,STRZ,CIK,100,,,,,,,,,,,,,,,,,,,,
0000950170-25-010045,20250128,01/27/2025,SCHEDULE 13D/A,929351,Lions Gate Entertainment Corp.,535919401,1552702,MHR HOLDINGS LLC,39,D,39,0,12,14,2,0,0,1,4,6,STRZ,CIK,100,,,,,,,,,,,,,,,,,,,,
0000947871-25-000083,20250129,01/27/2025,SCHEDULE 13D/A,929351,Lions Gate Entertainment Corp.,535919401,1570585,Liberty Global Ltd.,35,D,35,0,12,0,8,4,0,1,4,6,STRZ,CIK,100,,,,,,,,,,,,,,,,,,,,
