accession_number,filed_as_of_date,date_of_event,conformed_submission_type,issuer_cik,issuer_name,issuer_cusip,reporting_person_cik,reporting_person_name,score_total,grade,score_base,score_direction_adj,score_form_type,score_percent_of_class,score_rpt_type,score_source_funds,score_activist,score_amend_no,score_purpose,score_item6,ticker,ticker_match_method,ticker_match_score
0001445546-25-000772,20250131,12/31/2024,SCHEDULE 13G/A,1383496,First Trust Exchange-Traded AlphaDEX(R) Fund,33737M300,1184765,First Trust Portfolios L.P.,4,D,10,-6,2,0,2,0,0,2,4,0,"""FXD""",CIK,100
0001445546-25-000042,20250107,12/31/2024,SCHEDULE 13G,1383496,First Trust Exchange-Traded AlphaDEX(R) Fund,33734X135,1184765,The Charger Corporation,36,D,36,0,6,14,8,0,0,4,4,0,"""FXD""",CIK,100
0001445546-25-000676,20250124,12/31/2024,SCHEDULE 13G/A,1383496,First Trust Exchange-Traded AlphaDEX(R) Fund,33734X101,1184765,The Charger Corporation,35,D,29,6,2,14,8,0,0,1,4,0,"""FXD""",CIK,100
0001445546-25-000772,20250131,12/31/2024,SCHEDULE 13G/A,1383496,First Trust Exchange-Traded AlphaDEX(R) Fund,33737M300,1184765,The Charger Corporation,10,D,16,-6,2,0,8,0,0,2,4,0,"""FXD""",CIK,100
0001104659-25-002716,20250110,09/30/2024,SCHEDULE 13G/A,1384101,"VERACYTE, INC.",92337F107,1697748,ARK Investment Management LLC,25,D,25,0,2,6,12,0,0,1,4,0,VCYT,CIK,100
0000932471-25-000061,20250108,12/31/2024,SCHEDULE 13G/A,1385157,TE Connectivity PLC,G87052109,102909,The Vanguard Group,31,D,31,0,2,12,12,0,0,1,4,0,TEL,CIK,100
0001084208-25-000007,20250131,09/30/2024,SCHEDULE 13G/A,1385632,Voya Asia Pacific High Dividend Equity Income Fund,92912J102,1084208,RAYMOND JAMES & ASSOCIATES,19,D,19,0,2,0,12,0,0,1,4,0,IAE,CIK,100
0000932471-25-000044,20250108,12/31/2024,SCHEDULE 13G/A,1388658,iRhythm Technologies Inc,450056106,102909,The Vanguard Group,31,D,31,0,2,12,12,0,0,1,4,0,IRTC,CIK,100
0000932471-25-000147,20250130,12/31/2024,SCHEDULE 13G/A,1389050,Archrock Inc,03957W106,102909,The Vanguard Group,31,D,31,0,2,12,12,0,0,1,4,0,AROC,CIK,100
0001104659-25-002658,20250110,12/31/2024,SCHEDULE 13G,1389545,"NovaBay Pharmaceuticals, Inc",66987P409,1588273,Jad Fakhry,33,D,33,0,6,9,10,0,0,4,4,0,NBY,CIK,100
0001104659-25-002658,20250110,12/31/2024,SCHEDULE 13G,1389545,"NovaBay Pharmaceuticals, Inc",66987P409,1588273,Poplar Point Capital GP LLC,31,D,31,0,6,9,8,0,0,4,4,0,NBY,CIK,100
0001104659-25-002658,20250110,12/31/2024,SCHEDULE 13G,1389545,"NovaBay Pharmaceuticals, Inc",66987P409,1588273,Poplar Point Capital Management LLC,35,D,35,0,6,9,12,0,0,4,4,0,NBY,CIK,100
0001104659-25-002658,20250110,12/31/2024,SCHEDULE 13G,1389545,"NovaBay Pharmaceuticals, Inc",66987P409,1588273,Poplar Point Capital Partners LP,29,D,29,0,6,9,6,0,0,4,4,0,NBY,CIK,100
0001062993-25-000784,20250114,01/10/2025,SCHEDULE 13D/A,1391437,The Gabelli Healthcare & WellnessRx Trust,36246K103,1510281,"Saba Capital Management GP, LLC",33,D,33,0,12,12,2,1,0,2,4,0,GRX,CIK,100
0001062993-25-000784,20250114,01/10/2025,SCHEDULE 13D/A,1391437,The Gabelli Healthcare & WellnessRx Trust,36246K103,1510281,"Saba Capital Management, L.P.",33,D,33,0,12,12,2,1,0,2,4,0,GRX,CIK,100
0001062993-25-000784,20250114,01/10/2025,SCHEDULE 13D/A,1391437,The Gabelli Healthcare & WellnessRx Trust,36246K103,1608233,Boaz R. Weinstein,33,D,33,0,12,12,2,1,0,2,4,0,GRX,CIK,100
0000950170-25-011243,20250130,01/28/2025,SCHEDULE 13D/A,1392272,"Chain Bridge Bancorp, Inc.",15746L100,1026719,"TGF Investments, L.P.",31,D,31,0,12,6,6,1,0,2,4,0,CBNA,CIK,100
0000950170-25-011243,20250130,01/28/2025,SCHEDULE 13D/A,1392272,"Chain Bridge Bancorp, Inc.",15746L100,2036671,"Thomas G. Fitzgerald, Jr.",35,D,35,0,12,6,10,1,0,2,4,0,CBNA,CIK,100
0000950170-25-011243,20250130,01/28/2025,SCHEDULE 13D/A,1392272,"Chain Bridge Bancorp, Inc.",15746L100,2036676,Andrew J. Fitzgerald,35,D,35,0,12,6,10,1,0,2,4,0,CBNA,CIK,100
0000950170-25-011243,20250130,01/28/2025,SCHEDULE 13D/A,1392272,"Chain Bridge Bancorp, Inc.",15746L100,2039438,Andrew J. Fitzgerald 2011 Trust,21,D,21,0,12,0,2,1,0,2,4,0,CBNA,CIK,100
0000950170-25-011243,20250130,01/28/2025,SCHEDULE 13D/A,1392272,"Chain Bridge Bancorp, Inc.",15746L100,2039443,Lauren Fitzgerald Peterson,35,D,35,0,12,6,10,1,0,2,4,0,CBNA,CIK,100
0000950170-25-011243,20250130,01/28/2025,SCHEDULE 13D/A,1392272,"Chain Bridge Bancorp, Inc.",15746L100,2039445,"Otis Road Investments, L.P.",31,D,31,0,12,6,6,1,0,2,4,0,CBNA,CIK,100
0000950170-25-011243,20250130,01/28/2025,SCHEDULE 13D/A,1392272,"Chain Bridge Bancorp, Inc.",15746L100,2039613,"S C Investments II, L.P.",25,D,25,0,12,0,6,1,0,2,4,0,CBNA,CIK,100
0000950170-25-011243,20250130,01/28/2025,SCHEDULE 13D/A,1392272,"Chain Bridge Bancorp, Inc.",15746L100,2039614,"JEM Management, L.P.",31,D,31,0,12,6,6,1,0,2,4,0,CBNA,CIK,100
0000950170-25-011243,20250130,01/28/2025,SCHEDULE 13D/A,1392272,"Chain Bridge Bancorp, Inc.",15746L100,2039617,JBF 2013 Trust,21,D,21,0,12,0,2,1,0,2,4,0,CBNA,CIK,100
0000950170-25-011243,20250130,01/28/2025,SCHEDULE 13D/A,1392272,"Chain Bridge Bancorp, Inc.",15746L100,2039620,Fitzgerald 2002 Special Trust,21,D,21,0,12,0,2,1,0,2,4,0,CBNA,CIK,100
0000950170-25-011243,20250130,01/28/2025,SCHEDULE 13D/A,1392272,"Chain Bridge Bancorp, Inc.",15746L100,2039621,Everglades Trust,33,D,33,0,12,12,2,1,0,2,4,0,CBNA,CIK,100
0000950170-25-011243,20250130,01/28/2025,SCHEDULE 13D/A,1392272,"Chain Bridge Bancorp, Inc.",15746L100,2039875,Anhinga Trust,21,D,21,0,12,0,2,1,0,2,4,0,CBNA,CIK,100
0000950170-25-011243,20250130,01/28/2025,SCHEDULE 13D/A,1392272,"Chain Bridge Bancorp, Inc.",15746L100,2039878,GFF Family Trust,21,D,21,0,12,0,2,1,0,2,4,0,CBNA,CIK,100
0000950170-25-011243,20250130,01/28/2025,SCHEDULE 13D/A,1392272,"Chain Bridge Bancorp, Inc.",15746L100,903775,Julie Fitzgerald Schauer,43,C,43,0,12,14,10,1,0,2,4,0,CBNA,CIK,100
0000950170-25-011243,20250130,01/28/2025,SCHEDULE 13D/A,1392272,"Chain Bridge Bancorp, Inc.",15746L100,903965,Peter G. Fitzgerald,43,C,43,0,12,14,10,1,0,2,4,0,CBNA,CIK,100
0000950170-25-011243,20250130,01/28/2025,SCHEDULE 13D/A,1392272,"Chain Bridge Bancorp, Inc.",15746L100,904013,Julie F. Schauer 1994 Trust,35,D,35,0,12,14,2,1,0,2,4,0,CBNA,CIK,100
0000950170-25-011243,20250130,01/28/2025,SCHEDULE 13D/A,1392272,"Chain Bridge Bancorp, Inc.",15746L100,904013,"Otis Management, LLC",27,D,27,0,12,6,2,1,0,2,4,0,CBNA,CIK,100
0000950170-25-011243,20250130,01/28/2025,SCHEDULE 13D/A,1392272,"Chain Bridge Bancorp, Inc.",15746L100,904013,"TF Management, LLC",27,D,27,0,12,6,2,1,0,2,4,0,CBNA,CIK,100
0000950170-25-011243,20250130,01/28/2025,SCHEDULE 13D/A,1392272,"Chain Bridge Bancorp, Inc.",15746L100,904013,Thomas G. Fitzgerald,41,C,41,0,12,12,10,1,0,2,4,0,CBNA,CIK,100
0000950170-25-011243,20250130,01/28/2025,SCHEDULE 13D/A,1392272,"Chain Bridge Bancorp, Inc.",15746L100,904014,"Gerald F. Fitzgerald, Jr.",41,C,41,0,12,12,10,1,0,2,4,0,CBNA,CIK,100
0000950170-25-011243,20250130,01/28/2025,SCHEDULE 13D/A,1392272,"Chain Bridge Bancorp, Inc.",15746L100,922985,James G. Fitzgerald,41,C,41,0,12,12,10,1,0,2,4,0,CBNA,CIK,100
0000897101-25-000037,20250103,12/31/2024,SCHEDULE 13G,1392994,First Trust Specialty Finance and Financial Opportunities Fund,33733G109,769317,"Sit Fixed Income Advisors II, LLC",32,D,32,0,6,6,12,0,0,4,4,0,"""FSCO""",CIK,100
0000897101-25-000037,20250103,12/31/2024,SCHEDULE 13G,1392994,First Trust Specialty Finance and Financial Opportunities Fund,33733G109,769317,"Sit Investment Associates, Inc.",32,D,32,0,6,6,12,0,0,4,4,0,"""FSCO""",CIK,100
0001890906-25-000017,20250113,12/31/2024,SCHEDULE 13G,1393299,BlackRock Enhanced Internation,092524107,1890906,"Allspring Global Investments Holdings, LLC",31,D,31,0,6,9,8,0,0,4,4,0,BGY,CIK,100
0000354204-25-000471,20250123,12/31/2024,SCHEDULE 13G/A,1393883,DHI Group Inc,23331S100,354204,Dimensional Fund Advisors LP,25,D,25,0,2,6,12,0,0,1,4,0,DHX,CIK,100
0000902664-25-000388,20250122,01/21/2025,SCHEDULE 13G,1395937,Syndax Pharmaceuticals Inc,87164F105,1603466,"Point72 Asset Management, L.P.",26,D,26,0,6,6,6,0,0,4,4,0,SNDX,CIK,100
0000902664-25-000388,20250122,01/21/2025,SCHEDULE 13G,1395937,Syndax Pharmaceuticals Inc,87164F105,1603466,"Point72 Capital Advisors, Inc.",28,D,28,0,6,6,8,0,0,4,4,0,SNDX,CIK,100
0000902664-25-000388,20250122,01/21/2025,SCHEDULE 13G,1395937,Syndax Pharmaceuticals Inc,87164F105,1603466,Steven A. Cohen,30,D,30,0,6,6,10,0,0,4,4,0,SNDX,CIK,100
0001104659-25-003784,20250115,01/10/2025,SCHEDULE 13G,1396814,"Pacira BioSciences, Inc.",695127100,1273087,Israel A. Englander,30,D,30,0,6,6,10,0,0,4,4,0,PCRX,CIK,100
0001104659-25-003784,20250115,01/10/2025,SCHEDULE 13G,1396814,"Pacira BioSciences, Inc.",695127100,1273087,Millennium Group Management LLC,22,D,22,0,6,6,2,0,0,4,4,0,PCRX,CIK,100
0001104659-25-003784,20250115,01/10/2025,SCHEDULE 13G,1396814,"Pacira BioSciences, Inc.",695127100,1273087,Millennium Management LLC,22,D,22,0,6,6,2,0,0,4,4,0,PCRX,CIK,100
0000950170-25-008417,20250123,01/21/2025,SCHEDULE 13D/A,1397187,lululemon athletica inc.,550021109,1407029,Anamered Investments Inc.,32,D,32,0,12,0,8,1,0,1,4,6,LULU,CIK,100
0000950170-25-008417,20250123,01/21/2025,SCHEDULE 13D/A,1397187,lululemon athletica inc.,550021109,1407029,Dennis J. Wilson,43,C,43,0,12,9,10,1,0,1,4,6,LULU,CIK,100
0000950170-25-008417,20250123,01/21/2025,SCHEDULE 13D/A,1397187,lululemon athletica inc.,550021109,1407029,Five Boys Investments ULC,26,D,26,0,12,0,2,1,0,1,4,6,LULU,CIK,100
0000950170-25-008417,20250123,01/21/2025,SCHEDULE 13D/A,1397187,lululemon athletica inc.,550021109,1407029,"LIPO Investments (USA), Inc.",26,D,26,0,12,0,2,1,0,1,4,6,LULU,CIK,100
0000950170-25-008417,20250123,01/21/2025,SCHEDULE 13D/A,1397187,lululemon athletica inc.,550021109,1407029,Low Tide Properties Ltd.,32,D,32,0,12,0,8,1,0,1,4,6,LULU,CIK,100
0000950170-25-008417,20250123,01/21/2025,SCHEDULE 13D/A,1397187,lululemon athletica inc.,550021109,1407029,Shannon Wilson,34,D,34,0,12,0,10,1,0,1,4,6,LULU,CIK,100
0000950170-25-008417,20250123,01/21/2025,SCHEDULE 13D/A,1397187,lululemon athletica inc.,550021109,1407029,Wilson 5 Foundation,26,D,26,0,12,0,2,1,0,1,4,6,LULU,CIK,100
0000950170-25-008417,20250123,01/21/2025,SCHEDULE 13D/A,1397187,lululemon athletica inc.,550021109,1407029,Wilson 5 Foundation Management Ltd.,32,D,32,0,12,0,8,1,0,1,4,6,LULU,CIK,100
0001040188-25-000014,20250128,12/31/2024,SCHEDULE 13G,1398659,Genpact LTD,G3922B107,1040188,"Victory Capital Management, Inc.",32,D,32,0,6,6,12,0,0,4,4,0,G,CIK,100
0000312069-25-000018,20250110,09/30/2024,SCHEDULE 13G/A,1398987,ANYWHERE REAL ESTATE INC,75605Y106,312069,Ramya Rao,22,D,22,0,2,6,8,0,0,2,4,0,"""HOUS""",CIK,100
0000354204-25-000486,20250123,12/31/2024,SCHEDULE 13G,1398987,Anywhere Real Estate Inc,75605Y106,354204,Dimensional Fund Advisors LP,32,D,32,0,6,6,12,0,0,4,4,0,"""HOUS""",CIK,100
0000897101-25-000039,20250103,12/31/2024,SCHEDULE 13G,1400897,NXG Cushing Midstream Energy Fund,231631300,769317,"Sit Fixed Income Advisors II, LLC",32,D,32,0,6,6,12,0,0,4,4,0,SRV,CIK,100
0000897101-25-000039,20250103,12/31/2024,SCHEDULE 13G,1400897,NXG Cushing Midstream Energy Fund,231631300,769317,"Sit Investment Associates, Inc.",32,D,32,0,6,6,12,0,0,4,4,0,SRV,CIK,100
0001085146-25-000403,20250122,12/31/2024,SCHEDULE 13G/A,1401257,"FORUM ENERGY TECHNOLOGIES, INC.",34984V209,61227,MacKay Shields LLC,25,D,25,0,2,6,12,0,0,1,4,0,FET,CIK,100
0001027796-25-000011,20250130,12/31/2024,SCHEDULE 13G,1402436,SS&C Technologies Holdings Inc,78467J100,1027796,PZENA INVESTMENT MANAGEMENT LLC,26,D,26,0,6,0,12,0,0,4,4,0,SSNC,CIK,100
0000932471-25-000249,20250131,12/31/2024,SCHEDULE 13G,1402829,Orion Group Holdings Inc,68628V308,102909,The Vanguard Group,32,D,32,0,6,6,12,0,0,4,4,0,ORN,CIK,100
0000354204-25-000482,20250123,12/31/2024,SCHEDULE 13G/A,1402829,Orion Group Holdings Inc,68628V308,354204,Dimensional Fund Advisors LP,19,D,19,0,2,0,12,0,0,1,4,0,ORN,CIK,100
0000906304-25-000038,20250128,12/31/2024,SCHEDULE 13G,1402829,"Orion Group Holdings, Inc.",68628V308,906304,ROYCE & ASSOCIATES LP,32,D,32,0,6,6,12,0,0,4,4,0,ORN,CIK,100
0001361974-25-000002,20250106,12/31/2024,SCHEDULE 13G,1405196,ATS AUTOMATION TOOLING SYSTEMS INC,00217Y104,1361974,"Beutel, Goodman & Co Ltd.",32,D,32,0,6,6,12,0,0,4,4,0,,,
0001890906-25-000021,20250113,12/31/2024,SCHEDULE 13G,1408075,Graphic Packaging Holding Co,388689101,1890906,"Allspring Global Investments Holdings, LLC",28,D,28,0,6,6,8,0,0,4,4,0,GPK,CIK,100
0001665198-25-000001,20250113,12/31/2024,SCHEDULE 13G/A,1408201,TORTOISE POWER & ENERGY INFRASTRUCTURE FUND INC,89147X104,1665198,"Kovitz Investment Group Partners, LLC",20,D,20,0,2,0,12,0,0,2,4,0,"""TPZ""",CIK,100
0001062993-25-000501,20250107,12/31/2024,SCHEDULE 13G/A,1409375,"Orion Energy Systems, Inc.",686275108,1342857,North Star Investment Management Corporation,31,D,31,0,2,12,12,0,0,1,4,0,OESX,CIK,100
0002012383-25-000046,20250108,12/31/2024,SCHEDULE 13G,1410636,"American Water Works Company, Inc.",030420103,2012383,"BlackRock, Inc.",34,D,34,0,6,12,8,0,0,4,4,0,AWK,CIK,100
0001649553-25-000006,20250113,01/03/2025,SCHEDULE 13G,1411690,"Bionano Genomics, Inc.",09075F305,1649553,"CVI Investments, Inc.",31,D,31,0,6,9,8,0,0,4,4,0,BNGO,CIK,100
0001649553-25-000006,20250113,01/03/2025,SCHEDULE 13G,1411690,"Bionano Genomics, Inc.",09075F305,1649553,"Heights Capital Management, Inc.",31,D,31,0,6,9,8,0,0,4,4,0,BNGO,CIK,100
0001214659-25-000603,20250115,12/31/2024,SCHEDULE 13G,1413837,"First Foundation, Inc.",32026V104,1867831,James Hanna,30,D,30,0,6,6,10,0,0,4,4,0,FFWM,CIK,100
0001214659-25-000603,20250115,12/31/2024,SCHEDULE 13G,1413837,"First Foundation, Inc.",32026V104,1867831,North Reef Capital Management GP LLC,26,D,26,0,6,6,6,0,0,4,4,0,FFWM,CIK,100
0001214659-25-000603,20250115,12/31/2024,SCHEDULE 13G,1413837,"First Foundation, Inc.",32026V104,1867831,North Reef Capital Management L.P.,22,D,22,0,6,6,2,0,0,4,4,0,FFWM,CIK,100
0001213900-25-001200,20250106,01/02/2025,SCHEDULE 13D/A,1413855,AIX INC.,G3314G102,1750264,Highest Performances Holdings Inc.,82,A,82,0,12,14,8,6,18,2,16,6,AIFU,CIK,100
0001213900-25-003624,20250115,01/02/2025,SCHEDULE 13D,1413855,AIX INC.,G3314G102,2052068,Infinew Limited,89,A,89,0,18,14,8,5,18,4,16,6,AIFU,CIK,100
0001213900-25-003624,20250115,01/02/2025,SCHEDULE 13D,1413855,AIX INC.,G3314G102,2052068,Katherine Wang,91,A,91,0,18,14,10,5,18,4,16,6,AIFU,CIK,100
0000919574-25-000327,20250113,01/07/2025,SCHEDULE 13G,1415404,EchoStar CORP,278768106,1609098,Anand Desai,22,D,22,0,6,6,2,0,0,4,4,0,SATS,CIK,100
0000919574-25-000327,20250113,01/07/2025,SCHEDULE 13G,1415404,EchoStar CORP,278768106,1609098,Darsana Capital GP LLC,22,D,22,0,6,6,2,0,0,4,4,0,SATS,CIK,100
0000919574-25-000327,20250113,01/07/2025,SCHEDULE 13G,1415404,EchoStar CORP,278768106,1609098,Darsana Capital Partners GP LLC,22,D,22,0,6,6,2,0,0,4,4,0,SATS,CIK,100
0000919574-25-000327,20250113,01/07/2025,SCHEDULE 13G,1415404,EchoStar CORP,278768106,1609098,Darsana Capital Partners LP,22,D,22,0,6,6,2,0,0,4,4,0,SATS,CIK,100
0000919574-25-000327,20250113,01/07/2025,SCHEDULE 13G,1415404,EchoStar CORP,278768106,1609098,Darsana Master Fund LP,26,D,26,0,6,6,6,0,0,4,4,0,SATS,CIK,100
0001062993-25-000598,20250108,12/31/2024,SCHEDULE 13G,1415726,Innovator ETFs Trust,45782C664,1599584,"Brookstone Capital Management, LLC",38,D,38,0,6,12,12,0,0,4,4,0,"""BALT""",CIK,100
0001062993-25-000599,20250108,12/31/2024,SCHEDULE 13G,1415726,Innovator ETFs Trust,45782C771,1599584,"Brookstone Capital Management, LLC",29,D,35,-6,6,9,12,0,0,4,4,0,"""BALT""",CIK,100
0001062993-25-000588,20250108,12/31/2024,SCHEDULE 13G/A,1415726,Innovator ETFs Trust,45782C839,1599584,"Brookstone Capital Management, LLC",14,D,20,-6,2,0,12,0,0,2,4,0,"""BALT""",CIK,100
0001062993-25-000590,20250108,12/31/2024,SCHEDULE 13G/A,1415726,Innovator ETFs Trust,45782C565,1599584,"Brookstone Capital Management, LLC",40,C,34,6,2,14,12,0,0,2,4,0,"""BALT""",CIK,100
0001062993-25-000591,20250108,12/31/2024,SCHEDULE 13G/A,1415726,Innovator ETFs Trust,45782C821,1599584,"Brookstone Capital Management, LLC",28,D,34,-6,2,14,12,0,0,2,4,0,"""BALT""",CIK,100
0001062993-25-000593,20250108,12/31/2024,SCHEDULE 13G/A,1415726,Innovator ETFs Trust,45782C797,1599584,"Brookstone Capital Management, LLC",14,D,20,-6,2,0,12,0,0,2,4,0,"""BALT""",CIK,100
0001062993-25-000595,20250108,12/31/2024,SCHEDULE 13G/A,1415726,Innovator ETFs Trust,45782C797,1599584,"Brookstone Capital Management, LLC",14,D,20,-6,2,0,12,0,0,2,4,0,"""BALT""",CIK,100
0001062993-25-000596,20250108,12/31/2024,SCHEDULE 13G/A,1415726,Innovator ETFs Trust,45783Y582,1599584,"Brookstone Capital Management, LLC",35,D,29,6,2,9,12,0,0,2,4,0,"""BALT""",CIK,100
0001062993-25-000597,20250108,12/31/2024,SCHEDULE 13G/A,1415726,Innovator ETFs Trust,45782C557,1599584,"Brookstone Capital Management, LLC",23,D,29,-6,2,9,12,0,0,2,4,0,"""BALT""",CIK,100
0001062993-25-000601,20250108,12/31/2024,SCHEDULE 13G/A,1415726,Innovator ETFs Trust,45783Y731,1599584,"Brookstone Capital Management, LLC",38,D,32,6,2,12,12,0,0,2,4,0,"""BALT""",CIK,100
0001062993-25-000603,20250108,12/31/2024,SCHEDULE 13G/A,1415726,Innovator ETFs Trust,45783Y376,1599584,"Brookstone Capital Management, LLC",14,D,20,-6,2,0,12,0,0,2,4,0,"""BALT""",CIK,100
0001062993-25-000604,20250108,12/31/2024,SCHEDULE 13G/A,1415726,Innovator ETFs Trust,45782C672,1599584,"Brookstone Capital Management, LLC",40,C,34,6,2,14,12,0,0,2,4,0,"""BALT""",CIK,100
0001062993-25-000606,20250108,12/31/2024,SCHEDULE 13G/A,1415726,Innovator ETFs Trust,45782C649,1599584,"Brookstone Capital Management, LLC",27,D,33,-6,2,14,12,0,0,1,4,0,"""BALT""",CIK,100
0001062993-25-000607,20250108,12/31/2024,SCHEDULE 13G/A,1415726,Innovator ETFs Trust,45782C532,1599584,"Brookstone Capital Management, LLC",39,D,33,6,2,14,12,0,0,1,4,0,"""BALT""",CIK,100
0001214659-25-001150,20250122,12/31/2024,SCHEDULE 13G,1415726,INNOVATOR ETFS TRUST,45783Y806,1743404,"Foundations Investment Advisors, LLC",38,D,38,0,6,12,12,0,0,4,4,0,"""BALT""",CIK,100
0001213900-25-004308,20250116,01/12/2025,SCHEDULE 13G,1417926,NAYA Biosciences Inc.,44984F401,1646799,Daniel B. Asher,22,D,22,0,6,6,2,0,0,4,4,0,IVF,CIK,100
0001213900-25-004308,20250116,01/12/2025,SCHEDULE 13G,1417926,NAYA Biosciences Inc.,44984F401,1646799,Intracoastal Capital LLC,22,D,22,0,6,6,2,0,0,4,4,0,IVF,CIK,100
0001213900-25-004308,20250116,01/12/2025,SCHEDULE 13G,1417926,NAYA Biosciences Inc.,44984F401,1646799,Mitchell P. Kopin,22,D,22,0,6,6,2,0,0,4,4,0,IVF,CIK,100
0001213900-25-003657,20250115,01/14/2025,SCHEDULE 13G,1417926,NAYA BIOSCIENCE INC.,44984F401,1927401,Five Narrow Lane LP,25,D,25,0,6,9,2,0,0,4,4,0,IVF,CIK,100
0000932471-25-000167,20250130,12/31/2024,SCHEDULE 13G/A,1418135,Keurig Dr Pepper Inc,49271V100,102909,The Vanguard Group,28,D,28,0,2,9,12,0,0,1,4,0,KDP,CIK,100
0002012383-25-000333,20250131,12/31/2024,SCHEDULE 13G/A,1418135,Keurig Dr Pepper Inc.,49271V100,2012383,"BlackRock, Inc.",22,D,22,0,2,6,8,0,0,2,4,0,KDP,CIK,100
0001104659-25-002699,20250110,11/20/2024,SCHEDULE 13G,1419041,"Forte Biosciences, Inc.",34962G208,1358629,"Nemean Asset Management, LLC",28,D,28,0,6,6,8,0,0,4,4,0,FBRX,CIK,100
0001104659-25-002699,20250110,11/20/2024,SCHEDULE 13G,1419041,"Forte Biosciences, Inc.",34962G208,1358629,Steven M. Oliveira,30,D,30,0,6,6,10,0,0,4,4,0,FBRX,CIK,100
0001535610-25-000019,20250103,12/31/2024,SCHEDULE 13G/A,1420720,"iBio, Inc.",451033203,1535610,HAL MINTZ,18,D,18,0,2,0,10,0,0,2,4,0,IBIO,CIK,100
0001535610-25-000019,20250103,12/31/2024,SCHEDULE 13G/A,1420720,"iBio, Inc.",451033203,1535610,"SABBY MANAGEMENT, LLC",10,D,10,0,2,0,2,0,0,2,4,0,IBIO,CIK,100
0001535610-25-000019,20250103,12/31/2024,SCHEDULE 13G/A,1420720,"iBio, Inc.",451033203,1535610,SABBY VOLATILITY WARRANT MASTER FUND LTD,10,D,10,0,2,0,2,0,0,2,4,0,IBIO,CIK,100
0001493152-25-004199,20250129,01/28/2025,SCHEDULE 13G,1420720,"IBIO, INC.",451033708,1754540,Patrick J. Crutcher,30,D,30,0,6,6,10,0,0,4,4,0,IBIO,CIK,100
0001493152-25-004316,20250130,01/28/2025,SCHEDULE 13G/A,1420720,"IBIO, INC.",451033708,1754540,Patrick J. Crutcher,18,D,24,-6,2,6,10,0,0,2,4,0,IBIO,CIK,100
0001398344-25-000231,20250106,01/06/2025,SCHEDULE 13D/A,1421461,Intrepid Potash Inc.,46121Y201,1705447,"Gate City Capital Management, LLC",72,B,72,0,12,6,12,6,18,2,16,0,IPI,CIK,100
0001398344-25-000231,20250106,01/06/2025,SCHEDULE 13D/A,1421461,Intrepid Potash Inc.,46121Y201,1705447,Michael Melby,70,B,70,0,12,6,10,6,18,2,16,0,IPI,CIK,100
0001828337-25-000001,20250124,01/14/2025,SCHEDULE 13D/A,1421461,"Intrepid Potash, Inc.",46121Y102,1828337,Clearway Capital Management LLC,66,B,66,0,12,9,8,1,18,2,16,0,IPI,CIK,100
0001828337-25-000001,20250124,01/14/2025,SCHEDULE 13D/A,1421461,"Intrepid Potash, Inc.",46121Y102,1828549,Teton Trust Co LLC as Trustee of Clearway Trust,66,B,66,0,12,9,8,1,18,2,16,0,IPI,CIK,100
0001104659-25-002505,20250110,01/07/2025,SCHEDULE 13D/A,1421876,Galapagos NV,36315X101,882095,"Gilead Sciences, Inc.",53,C,53,0,12,14,8,2,0,1,16,0,GLPG,CIK,100
0001104659-25-002505,20250110,01/07/2025,SCHEDULE 13D/A,1421876,Galapagos NV,36315X101,882095,Gilead Therapeutics A1 Unlimited Company,53,C,53,0,12,14,8,2,0,1,16,0,GLPG,CIK,100
0001373604-25-000003,20250130,01/30/2025,SCHEDULE 13D,1422142,"Aadi Bioscience, Inc.",00032Q104,1373603,Leonard Braden Michael,81,A,81,0,18,9,10,6,18,4,16,0,WHWK,CIK,100
0001373604-25-000003,20250130,01/30/2025,SCHEDULE 13D,1422142,"Aadi Bioscience, Inc.",00032Q104,1373604,"BML Investment Partners, L.P.",77,B,77,0,18,9,6,6,18,4,16,0,WHWK,CIK,100
0000935836-25-000082,20250124,12/19/2024,SCHEDULE 13D/A,1422142,"Aadi Bioscience, Inc.",00032Q104,1582844,"ACUTA CAPITAL PARTNERS, LLC",61,B,61,0,12,9,2,2,18,2,16,0,WHWK,CIK,100
0000935836-25-000082,20250124,12/19/2024,SCHEDULE 13D/A,1422142,"Aadi Bioscience, Inc.",00032Q104,1601391,"Acuta Capital Fund, LP",62,B,62,0,12,6,6,2,18,2,16,0,WHWK,CIK,100
0000935836-25-000082,20250124,12/19/2024,SCHEDULE 13D/A,1422142,"Aadi Bioscience, Inc.",00032Q104,1602474,Anupam Dalal,61,B,61,0,12,9,2,2,18,2,16,0,WHWK,CIK,100
0000902664-25-000547,20250129,01/22/2025,SCHEDULE 13G,1422142,"Aadi Bioscience, Inc.",00032Q104,1603466,"Point72 Asset Management, L.P.",26,D,26,0,6,6,6,0,0,4,4,0,WHWK,CIK,100
0000902664-25-000547,20250129,01/22/2025,SCHEDULE 13G,1422142,"Aadi Bioscience, Inc.",00032Q104,1603466,"Point72 Capital Advisors, Inc.",28,D,28,0,6,6,8,0,0,4,4,0,WHWK,CIK,100
0000902664-25-000547,20250129,01/22/2025,SCHEDULE 13G,1422142,"Aadi Bioscience, Inc.",00032Q104,1603466,Steven A. Cohen,30,D,30,0,6,6,10,0,0,4,4,0,WHWK,CIK,100
